========================================
     INFORME COMPLETO ICE CREAM         
     Fecha: 2026-05-14T16:38:38.195156200
========================================

--- ALMACEN (16 helados) ---
• coconut | Sabor: coco | Precio: $4000.0 | Unidades: 12
• Fecha: 2022-06-24T00:00 | Vendedor: juan | Total: $20500.0 | Pago: efectivo
• Fecha: 2022-06-24T00:00 | Vendedor: dilan | Total: $49500.0 | Pago: efectivo
• Fecha: 2022-06-24T00:00 | Vendedor: paquito | Total: $27800.0 | Pago: tarjeta
• Fecha: 2022-06-24T00:00 | Vendedor: juan | Total: $9500.0 | Pago: efectivo
• Fecha: 2022-06-24T00:00 | Vendedor: juan | Total: $16600.0 | Pago: tarjeta
• Fecha: 2022-06-24T00:00 | Vendedor: oscar | Total: $43400.0 | Pago: efectivo
• Fecha: 2022-06-24T00:00 | Vendedor: oscar | Total: $4500.0 | Pago: tarjeta
• Fecha: 2022-06-24T00:00 | Vendedor: paquito | Total: $2800.0 | Pago: efectivo
• Fecha: 2022-06-24T00:00 | Vendedor: paquito | Total: $19500.0 | Pago: tarjeta
• Fecha: 2022-06-24T00:00 | Vendedor: paquito | Total: $2800.0 | Pago: tarjeta
• Fecha: 2022-06-24T00:00 | Vendedor: jean | Total: $24600.0 | Pago: tarjeta
• Fecha: 2022-06-24T00:00 | Vendedor: paquito | Total: $26900.0 | Pago: efectivo
• Fecha: 2022-06-24T00:00 | Vendedor: oscar | Total: $8400.0 | Pago: tarjeta
• Fecha: 2022-06-23T00:00 | Vendedor: paquito | Total: $12000.0 | Pago: tarjeta
• Fecha: 2022-06-23T00:00 | Vendedor: dilan | Total: $5000.0 | Pago: tarjeta
• Fecha: 2022-06-23T00:00 | Vendedor: dilan | Total: $38400.0 | Pago: tarjeta
• Fecha: 2022-06-23T00:00 | Vendedor: jean | Total: $13300.0 | Pago: efectivo
• Fecha: 2022-06-23T00:00 | Vendedor: juan | Total: $7500.0 | Pago: efectivo
• Fecha: 2022-06-23T00:00 | Vendedor: oscar | Total: $35100.0 | Pago: efectivo
• Fecha: 2022-06-23T00:00 | Vendedor: oscar | Total: $13800.0 | Pago: tarjeta
• Fecha: 2022-06-23T00:00 | Vendedor: oscar | Total: $31000.0 | Pago: tarjeta
• Fecha: 2022-06-23T00:00 | Vendedor: oscar | Total: $15000.0 | Pago: tarjeta
• Fecha: 2022-06-23T00:00 | Vendedor: dilan | Total: $15000.0 | Pago: tarjeta
• Fecha: 2022-06-23T00:00 | Vendedor: juan | Total: $50400.0 | Pago: tarjeta
• Fecha: 2022-06-22T00:00 | Vendedor: oscar | Total: $6600.0 | Pago: efectivo
• Fecha: 2022-06-22T00:00 | Vendedor: oscar | Total: $63100.0 | Pago: efectivo
• Fecha: 2022-06-22T00:00 | Vendedor: oscar | Total: $2500.0 | Pago: efectivo
• Fecha: 2022-06-22T00:00 | Vendedor: juan | Total: $22600.0 | Pago: efectivo
• Fecha: 2022-06-22T00:00 | Vendedor: jean | Total: $29900.0 | Pago: efectivo
• Fecha: 2022-06-22T00:00 | Vendedor: oscar | Total: $13500.0 | Pago: efectivo
• Fecha: 2022-06-22T00:00 | Vendedor: dilan | Total: $36500.0 | Pago: efectivo
• Fecha: 2022-06-22T00:00 | Vendedor: oscar | Total: $36300.0 | Pago: efectivo
• Fecha: 2022-06-22T00:00 | Vendedor: oscar | Total: $3000.0 | Pago: efectivo
• Fecha: 2022-06-22T00:00 | Vendedor: dilan | Total: $19000.0 | Pago: tarjeta
• Fecha: 2022-06-22T00:00 | Vendedor: paquito | Total: $13100.0 | Pago: efectivo
• Fecha: 2022-06-21T00:00 | Vendedor: jean | Total: $18300.0 | Pago: tarjeta
• Fecha: 2022-06-21T00:00 | Vendedor: oscar | Total: $50500.0 | Pago: tarjeta
• Fecha: 2022-06-21T00:00 | Vendedor: juan | Total: $16600.0 | Pago: tarjeta
• Fecha: 2022-06-21T00:00 | Vendedor: juan | Total: $9300.0 | Pago: efectivo
• Fecha: 2022-06-21T00:00 | Vendedor: oscar | Total: $33400.0 | Pago: tarjeta
• Fecha: 2022-06-21T00:00 | Vendedor: juan | Total: $17400.0 | Pago: tarjeta
• Fecha: 2022-06-21T00:00 | Vendedor: jean | Total: $21000.0 | Pago: efectivo
• Fecha: 2022-06-21T00:00 | Vendedor: oscar | Total: $14200.0 | Pago: efectivo
• Fecha: 2022-06-21T00:00 | Vendedor: juan | Total: $23000.0 | Pago: tarjeta
• Fecha: 2022-06-20T00:00 | Vendedor: oscar | Total: $31600.0 | Pago: efectivo
• Fecha: 2022-06-20T00:00 | Vendedor: oscar | Total: $13100.0 | Pago: tarjeta
• Fecha: 2022-06-20T00:00 | Vendedor: dilan | Total: $13500.0 | Pago: tarjeta
• Fecha: 2022-06-20T00:00 | Vendedor: juan | Total: $6200.0 | Pago: tarjeta
• Fecha: 2022-06-20T00:00 | Vendedor: jean | Total: $16300.0 | Pago: tarjeta
• Fecha: 2022-06-20T00:00 | Vendedor: dilan | Total: $14600.0 | Pago: efectivo
• Fecha: 2022-06-20T00:00 | Vendedor: jean | Total: $42300.0 | Pago: tarjeta
• Fecha: 2022-06-20T00:00 | Vendedor: paquito | Total: $5600.0 | Pago: efectivo
• Fecha: 2022-06-20T00:00 | Vendedor: oscar | Total: $4500.0 | Pago: tarjeta
• Fecha: 2022-06-20T00:00 | Vendedor: paquito | Total: $22300.0 | Pago: tarjeta
• Fecha: 2022-06-20T00:00 | Vendedor: paquito | Total: $46000.0 | Pago: tarjeta
• Fecha: 2022-06-20T00:00 | Vendedor: juan | Total: $12000.0 | Pago: tarjeta
• Fecha: 2022-06-20T00:00 | Vendedor: oscar | Total: $5600.0 | Pago: efectivo
• Fecha: 2022-06-19T00:00 | Vendedor: juan | Total: $42100.0 | Pago: efectivo
• Fecha: 2022-06-19T00:00 | Vendedor: juan | Total: $38300.0 | Pago: efectivo
• Fecha: 2022-06-19T00:00 | Vendedor: juan | Total: $10200.0 | Pago: efectivo
• Fecha: 2022-06-19T00:00 | Vendedor: juan | Total: $50700.0 | Pago: tarjeta
• Fecha: 2022-06-19T00:00 | Vendedor: jean | Total: $17700.0 | Pago: efectivo
• Fecha: 2022-06-19T00:00 | Vendedor: juan | Total: $3500.0 | Pago: efectivo
• Fecha: 2022-06-19T00:00 | Vendedor: paquito | Total: $7500.0 | Pago: efectivo
• Fecha: 2022-06-19T00:00 | Vendedor: juan | Total: $25100.0 | Pago: efectivo
• Fecha: 2022-06-19T00:00 | Vendedor: dilan | Total: $7700.0 | Pago: tarjeta
• Fecha: 2022-06-19T00:00 | Vendedor: dilan | Total: $3100.0 | Pago: efectivo
• Fecha: 2022-06-19T00:00 | Vendedor: oscar | Total: $11000.0 | Pago: tarjeta
• Fecha: 2022-06-18T00:00 | Vendedor: juan | Total: $38200.0 | Pago: efectivo
• Fecha: 2022-06-18T00:00 | Vendedor: juan | Total: $10800.0 | Pago: tarjeta
• Fecha: 2022-06-18T00:00 | Vendedor: paquito | Total: $31500.0 | Pago: efectivo
• Fecha: 2022-06-18T00:00 | Vendedor: jean | Total: $30900.0 | Pago: efectivo
• Fecha: 2022-06-18T00:00 | Vendedor: jean | Total: $7500.0 | Pago: efectivo
• Fecha: 2022-06-18T00:00 | Vendedor: oscar | Total: $5600.0 | Pago: tarjeta
• Fecha: 2022-06-18T00:00 | Vendedor: oscar | Total: $27500.0 | Pago: tarjeta
• Fecha: 2022-06-18T00:00 | Vendedor: oscar | Total: $2600.0 | Pago: tarjeta
• Fecha: 2022-06-18T00:00 | Vendedor: paquito | Total: $59300.0 | Pago: tarjeta
• Fecha: 2022-06-18T00:00 | Vendedor: jean | Total: $40500.0 | Pago: tarjeta
• Fecha: 2022-06-18T00:00 | Vendedor: juan | Total: $5600.0 | Pago: efectivo
• Fecha: 2022-06-18T00:00 | Vendedor: paquito | Total: $7500.0 | Pago: efectivo
• Fecha: 2022-06-18T00:00 | Vendedor: juan | Total: $5600.0 | Pago: tarjeta
• Fecha: 2022-06-17T00:00 | Vendedor: dilan | Total: $38400.0 | Pago: tarjeta
• Fecha: 2022-06-17T00:00 | Vendedor: jean | Total: $48500.0 | Pago: efectivo
• Fecha: 2022-06-17T00:00 | Vendedor: dilan | Total: $6600.0 | Pago: efectivo
• Fecha: 2022-06-17T00:00 | Vendedor: jean | Total: $33000.0 | Pago: tarjeta
• Fecha: 2022-06-17T00:00 | Vendedor: oscar | Total: $25000.0 | Pago: efectivo
• Fecha: 2022-06-17T00:00 | Vendedor: dilan | Total: $28000.0 | Pago: efectivo
• Fecha: 2022-06-17T00:00 | Vendedor: juan | Total: $9900.0 | Pago: efectivo
• Fecha: 2022-06-17T00:00 | Vendedor: paquito | Total: $27000.0 | Pago: tarjeta
• Fecha: 2022-06-17T00:00 | Vendedor: oscar | Total: $22000.0 | Pago: tarjeta
• Fecha: 2022-06-17T00:00 | Vendedor: dilan | Total: $29000.0 | Pago: efectivo
• Fecha: 2022-06-17T00:00 | Vendedor: paquito | Total: $12400.0 | Pago: tarjeta
• Fecha: 2022-06-17T00:00 | Vendedor: paquito | Total: $28500.0 | Pago: efectivo
• Fecha: 2022-06-17T00:00 | Vendedor: paquito | Total: $33400.0 | Pago: tarjeta
• Fecha: 2022-06-17T00:00 | Vendedor: paquito | Total: $7800.0 | Pago: tarjeta
• Fecha: 2022-06-17T00:00 | Vendedor: juan | Total: $25200.0 | Pago: tarjeta
• Fecha: 2022-06-17T00:00 | Vendedor: juan | Total: $13500.0 | Pago: efectivo
• Fecha: 2022-06-17T00:00 | Vendedor: juan | Total: $62500.0 | Pago: tarjeta
• Fecha: 2022-06-16T00:00 | Vendedor: paquito | Total: $83300.0 | Pago: tarjeta
• Fecha: 2022-06-16T00:00 | Vendedor: jean | Total: $39500.0 | Pago: efectivo
• Fecha: 2022-06-16T00:00 | Vendedor: oscar | Total: $36900.0 | Pago: tarjeta
• Fecha: 2022-06-16T00:00 | Vendedor: jean | Total: $7500.0 | Pago: efectivo
• Fecha: 2022-06-16T00:00 | Vendedor: oscar | Total: $14900.0 | Pago: efectivo
• Fecha: 2022-06-16T00:00 | Vendedor: dilan | Total: $41500.0 | Pago: efectivo
• Fecha: 2022-06-16T00:00 | Vendedor: juan | Total: $2600.0 | Pago: efectivo
• Fecha: 2022-06-16T00:00 | Vendedor: jean | Total: $43900.0 | Pago: efectivo
• Fecha: 2022-06-16T00:00 | Vendedor: dilan | Total: $11800.0 | Pago: efectivo
• Fecha: 2022-06-16T00:00 | Vendedor: juan | Total: $28000.0 | Pago: tarjeta
• Fecha: 2022-06-16T00:00 | Vendedor: juan | Total: $5600.0 | Pago: efectivo
• Fecha: 2022-06-16T00:00 | Vendedor: paquito | Total: $25000.0 | Pago: efectivo
• Fecha: 2022-06-15T00:00 | Vendedor: jean | Total: $46600.0 | Pago: efectivo
• Fecha: 2022-06-15T00:00 | Vendedor: jean | Total: $2800.0 | Pago: tarjeta
• Fecha: 2022-06-15T00:00 | Vendedor: paquito | Total: $5200.0 | Pago: tarjeta
• Fecha: 2022-06-15T00:00 | Vendedor: jean | Total: $10500.0 | Pago: efectivo
• Fecha: 2022-06-15T00:00 | Vendedor: paquito | Total: $42300.0 | Pago: tarjeta
• Fecha: 2022-06-15T00:00 | Vendedor: dilan | Total: $17500.0 | Pago: tarjeta
• Fecha: 2022-06-15T00:00 | Vendedor: juan | Total: $8500.0 | Pago: efectivo
• Fecha: 2022-06-15T00:00 | Vendedor: oscar | Total: $64500.0 | Pago: efectivo
• Fecha: 2022-06-15T00:00 | Vendedor: paquito | Total: $13500.0 | Pago: tarjeta
• Fecha: 2022-06-15T00:00 | Vendedor: juan | Total: $20300.0 | Pago: efectivo
• Fecha: 2022-06-15T00:00 | Vendedor: dilan | Total: $16900.0 | Pago: efectivo
• Fecha: 2022-06-14T00:00 | Vendedor: dilan | Total: $5000.0 | Pago: efectivo
• Fecha: 2022-06-14T00:00 | Vendedor: dilan | Total: $28500.0 | Pago: efectivo
• Fecha: 2022-06-14T00:00 | Vendedor: dilan | Total: $19800.0 | Pago: tarjeta
• Fecha: 2022-06-14T00:00 | Vendedor: paquito | Total: $7800.0 | Pago: tarjeta
• Fecha: 2022-06-14T00:00 | Vendedor: oscar | Total: $15100.0 | Pago: tarjeta
• Fecha: 2022-06-14T00:00 | Vendedor: dilan | Total: $22400.0 | Pago: efectivo
• Fecha: 2022-06-14T00:00 | Vendedor: dilan | Total: $24900.0 | Pago: tarjeta
• Fecha: 2022-06-14T00:00 | Vendedor: jean | Total: $36300.0 | Pago: tarjeta
• Fecha: 2022-06-14T00:00 | Vendedor: paquito | Total: $30800.0 | Pago: tarjeta
• Fecha: 2022-06-14T00:00 | Vendedor: paquito | Total: $9000.0 | Pago: efectivo
• Fecha: 2022-06-14T00:00 | Vendedor: juan | Total: $15500.0 | Pago: efectivo
• Fecha: 2022-06-14T00:00 | Vendedor: dilan | Total: $23500.0 | Pago: efectivo
• Fecha: 2022-06-14T00:00 | Vendedor: jean | Total: $13100.0 | Pago: tarjeta
• Fecha: 2022-06-13T00:00 | Vendedor: juan | Total: $5600.0 | Pago: efectivo
• Fecha: 2022-06-13T00:00 | Vendedor: jean | Total: $8600.0 | Pago: tarjeta
• Fecha: 2022-06-13T00:00 | Vendedor: dilan | Total: $31000.0 | Pago: efectivo
• Fecha: 2022-06-13T00:00 | Vendedor: dilan | Total: $58300.0 | Pago: tarjeta
• Fecha: 2022-06-13T00:00 | Vendedor: dilan | Total: $3000.0 | Pago: tarjeta
• Fecha: 2022-06-13T00:00 | Vendedor: paquito | Total: $21800.0 | Pago: efectivo
• Fecha: 2022-06-13T00:00 | Vendedor: dilan | Total: $40000.0 | Pago: tarjeta
• Fecha: 2022-06-13T00:00 | Vendedor: oscar | Total: $23600.0 | Pago: efectivo
• Fecha: 2022-06-13T00:00 | Vendedor: juan | Total: $16400.0 | Pago: efectivo
• Fecha: 2022-06-13T00:00 | Vendedor: dilan | Total: $13000.0 | Pago: tarjeta
• Fecha: 2022-06-13T00:00 | Vendedor: dilan | Total: $59800.0 | Pago: efectivo
• Fecha: 2022-06-12T00:00 | Vendedor: oscar | Total: $11500.0 | Pago: tarjeta
• Fecha: 2022-06-12T00:00 | Vendedor: dilan | Total: $39000.0 | Pago: tarjeta
• Fecha: 2022-06-12T00:00 | Vendedor: paquito | Total: $4500.0 | Pago: tarjeta
• Fecha: 2022-06-12T00:00 | Vendedor: dilan | Total: $24600.0 | Pago: efectivo
• Fecha: 2022-06-12T00:00 | Vendedor: juan | Total: $2500.0 | Pago: tarjeta
• Fecha: 2022-06-12T00:00 | Vendedor: dilan | Total: $29500.0 | Pago: efectivo
• Fecha: 2022-06-12T00:00 | Vendedor: dilan | Total: $8400.0 | Pago: efectivo
• Fecha: 2022-06-12T00:00 | Vendedor: dilan | Total: $33300.0 | Pago: efectivo
• Fecha: 2022-06-12T00:00 | Vendedor: paquito | Total: $17600.0 | Pago: efectivo
• Fecha: 2022-06-12T00:00 | Vendedor: juan | Total: $6600.0 | Pago: efectivo
• Fecha: 2022-06-12T00:00 | Vendedor: jean | Total: $28000.0 | Pago: tarjeta
• Fecha: 2022-06-12T00:00 | Vendedor: dilan | Total: $5000.0 | Pago: efectivo
• Fecha: 2022-06-12T00:00 | Vendedor: oscar | Total: $31300.0 | Pago: efectivo
• Fecha: 2022-06-12T00:00 | Vendedor: jean | Total: $11000.0 | Pago: tarjeta
• Fecha: 2022-06-11T00:00 | Vendedor: dilan | Total: $12800.0 | Pago: efectivo
• Fecha: 2022-06-11T00:00 | Vendedor: paquito | Total: $33500.0 | Pago: efectivo
• Fecha: 2022-06-11T00:00 | Vendedor: paquito | Total: $33000.0 | Pago: efectivo
• Fecha: 2022-06-11T00:00 | Vendedor: oscar | Total: $22000.0 | Pago: efectivo
• Fecha: 2022-06-11T00:00 | Vendedor: jean | Total: $24000.0 | Pago: tarjeta
• Fecha: 2022-06-11T00:00 | Vendedor: dilan | Total: $19100.0 | Pago: tarjeta
• Fecha: 2022-06-11T00:00 | Vendedor: paquito | Total: $20600.0 | Pago: tarjeta
• Fecha: 2022-06-11T00:00 | Vendedor: paquito | Total: $31000.0 | Pago: tarjeta
• Fecha: 2022-06-11T00:00 | Vendedor: jean | Total: $12900.0 | Pago: efectivo
• Fecha: 2022-06-11T00:00 | Vendedor: jean | Total: $2800.0 | Pago: efectivo
• Fecha: 2022-06-11T00:00 | Vendedor: dilan | Total: $20200.0 | Pago: tarjeta
• Fecha: 2022-06-11T00:00 | Vendedor: juan | Total: $10500.0 | Pago: efectivo
• Fecha: 2022-06-11T00:00 | Vendedor: jean | Total: $20500.0 | Pago: efectivo
• Fecha: 2022-06-11T00:00 | Vendedor: jean | Total: $17200.0 | Pago: efectivo
• Fecha: 2022-06-11T00:00 | Vendedor: paquito | Total: $22200.0 | Pago: tarjeta
• Fecha: 2022-06-11T00:00 | Vendedor: jean | Total: $9000.0 | Pago: efectivo
• Fecha: 2022-06-11T00:00 | Vendedor: juan | Total: $38800.0 | Pago: efectivo
• Fecha: 2022-06-10T00:00 | Vendedor: paquito | Total: $21800.0 | Pago: efectivo
• Fecha: 2022-06-10T00:00 | Vendedor: oscar | Total: $19000.0 | Pago: efectivo
• Fecha: 2022-06-10T00:00 | Vendedor: jean | Total: $5600.0 | Pago: tarjeta
• Fecha: 2022-06-10T00:00 | Vendedor: jean | Total: $7800.0 | Pago: tarjeta
• Fecha: 2022-06-10T00:00 | Vendedor: dilan | Total: $29500.0 | Pago: efectivo
• Fecha: 2022-06-10T00:00 | Vendedor: dilan | Total: $46500.0 | Pago: tarjeta
• Fecha: 2022-06-10T00:00 | Vendedor: paquito | Total: $23000.0 | Pago: tarjeta
• Fecha: 2022-06-10T00:00 | Vendedor: jean | Total: $5000.0 | Pago: efectivo
• Fecha: 2022-06-10T00:00 | Vendedor: dilan | Total: $36000.0 | Pago: tarjeta
• Fecha: 2022-06-10T00:00 | Vendedor: paquito | Total: $9000.0 | Pago: tarjeta
• Fecha: 2022-06-10T00:00 | Vendedor: jean | Total: $24600.0 | Pago: efectivo
• Fecha: 2022-06-10T00:00 | Vendedor: dilan | Total: $17700.0 | Pago: efectivo
• Fecha: 2022-06-10T00:00 | Vendedor: paquito | Total: $58600.0 | Pago: tarjeta
• Fecha: 2022-06-10T00:00 | Vendedor: jean | Total: $12700.0 | Pago: tarjeta
• Fecha: 2022-06-10T00:00 | Vendedor: jean | Total: $31000.0 | Pago: efectivo
• Fecha: 2022-06-10T00:00 | Vendedor: jean | Total: $3000.0 | Pago: efectivo
• Fecha: 2022-06-09T00:00 | Vendedor: jean | Total: $12000.0 | Pago: tarjeta
• Fecha: 2022-06-09T00:00 | Vendedor: juan | Total: $18200.0 | Pago: tarjeta
• Fecha: 2022-06-09T00:00 | Vendedor: juan | Total: $36500.0 | Pago: tarjeta
• Fecha: 2022-06-09T00:00 | Vendedor: jean | Total: $37500.0 | Pago: efectivo
• Fecha: 2022-06-09T00:00 | Vendedor: paquito | Total: $64500.0 | Pago: efectivo
• Fecha: 2022-06-09T00:00 | Vendedor: dilan | Total: $2600.0 | Pago: tarjeta
• Fecha: 2022-06-09T00:00 | Vendedor: dilan | Total: $23000.0 | Pago: tarjeta
• Fecha: 2022-06-09T00:00 | Vendedor: oscar | Total: $30000.0 | Pago: efectivo
• Fecha: 2022-06-09T00:00 | Vendedor: jean | Total: $6000.0 | Pago: efectivo
• Fecha: 2022-06-09T00:00 | Vendedor: jean | Total: $28000.0 | Pago: tarjeta
• Fecha: 2022-06-09T00:00 | Vendedor: paquito | Total: $7500.0 | Pago: tarjeta
• Fecha: 2022-06-09T00:00 | Vendedor: jean | Total: $29500.0 | Pago: tarjeta
• Fecha: 2022-06-08T00:00 | Vendedor: paquito | Total: $11000.0 | Pago: tarjeta
• Fecha: 2022-06-08T00:00 | Vendedor: paquito | Total: $19100.0 | Pago: efectivo
• Fecha: 2022-06-08T00:00 | Vendedor: jean | Total: $44000.0 | Pago: efectivo
• Fecha: 2022-06-08T00:00 | Vendedor: jean | Total: $22400.0 | Pago: tarjeta
• Fecha: 2022-06-08T00:00 | Vendedor: jean | Total: $9600.0 | Pago: tarjeta
• Fecha: 2022-06-08T00:00 | Vendedor: jean | Total: $23600.0 | Pago: tarjeta
• Fecha: 2022-06-08T00:00 | Vendedor: jean | Total: $9500.0 | Pago: tarjeta
• Fecha: 2022-06-08T00:00 | Vendedor: jean | Total: $22400.0 | Pago: tarjeta
• Fecha: 2022-06-08T00:00 | Vendedor: paquito | Total: $2800.0 | Pago: tarjeta
• Fecha: 2022-06-08T00:00 | Vendedor: oscar | Total: $8400.0 | Pago: tarjeta
• Fecha: 2022-06-07T00:00 | Vendedor: jean | Total: $9600.0 | Pago: tarjeta
• Fecha: 2022-06-07T00:00 | Vendedor: jean | Total: $7000.0 | Pago: tarjeta
• Fecha: 2022-06-07T00:00 | Vendedor: dilan | Total: $17000.0 | Pago: tarjeta
• Fecha: 2022-06-07T00:00 | Vendedor: dilan | Total: $12400.0 | Pago: tarjeta
• Fecha: 2022-06-07T00:00 | Vendedor: paquito | Total: $22500.0 | Pago: efectivo
• Fecha: 2022-06-07T00:00 | Vendedor: jean | Total: $35800.0 | Pago: tarjeta
• Fecha: 2022-06-07T00:00 | Vendedor: jean | Total: $15700.0 | Pago: efectivo
• Fecha: 2022-06-07T00:00 | Vendedor: oscar | Total: $19800.0 | Pago: efectivo
• Fecha: 2022-06-07T00:00 | Vendedor: paquito | Total: $29500.0 | Pago: efectivo
• Fecha: 2022-06-07T00:00 | Vendedor: oscar | Total: $18600.0 | Pago: tarjeta
• Fecha: 2022-06-07T00:00 | Vendedor: juan | Total: $32500.0 | Pago: efectivo
• Fecha: 2022-06-07T00:00 | Vendedor: paquito | Total: $3000.0 | Pago: tarjeta
• Fecha: 2022-06-07T00:00 | Vendedor: paquito | Total: $51700.0 | Pago: tarjeta
• Fecha: 2022-06-06T00:00 | Vendedor: juan | Total: $10500.0 | Pago: tarjeta
• Fecha: 2022-06-06T00:00 | Vendedor: juan | Total: $31000.0 | Pago: efectivo
• Fecha: 2022-06-06T00:00 | Vendedor: dilan | Total: $5200.0 | Pago: efectivo
• Fecha: 2022-06-06T00:00 | Vendedor: jean | Total: $37000.0 | Pago: tarjeta
• Fecha: 2022-06-06T00:00 | Vendedor: dilan | Total: $17300.0 | Pago: efectivo
• Fecha: 2022-06-06T00:00 | Vendedor: jean | Total: $36600.0 | Pago: efectivo
• Fecha: 2022-06-06T00:00 | Vendedor: jean | Total: $17400.0 | Pago: efectivo
• Fecha: 2022-06-06T00:00 | Vendedor: jean | Total: $8400.0 | Pago: tarjeta
• Fecha: 2022-06-06T00:00 | Vendedor: jean | Total: $38900.0 | Pago: efectivo
• Fecha: 2022-06-06T00:00 | Vendedor: paquito | Total: $19100.0 | Pago: efectivo
• Fecha: 2022-06-06T00:00 | Vendedor: jean | Total: $25600.0 | Pago: tarjeta
• Fecha: 2022-06-06T00:00 | Vendedor: juan | Total: $25900.0 | Pago: tarjeta
• Fecha: 2022-06-06T00:00 | Vendedor: jean | Total: $21200.0 | Pago: tarjeta
• Fecha: 2022-06-06T00:00 | Vendedor: paquito | Total: $2800.0 | Pago: efectivo
• Fecha: 2022-06-05T00:00 | Vendedor: dilan | Total: $27000.0 | Pago: tarjeta
• Fecha: 2022-06-05T00:00 | Vendedor: dilan | Total: $26000.0 | Pago: efectivo
• Fecha: 2022-06-05T00:00 | Vendedor: paquito | Total: $39100.0 | Pago: tarjeta
• Fecha: 2022-06-05T00:00 | Vendedor: juan | Total: $18000.0 | Pago: tarjeta
• Fecha: 2022-06-05T00:00 | Vendedor: dilan | Total: $21600.0 | Pago: tarjeta
• Fecha: 2022-06-05T00:00 | Vendedor: paquito | Total: $9900.0 | Pago: efectivo
• Fecha: 2022-06-05T00:00 | Vendedor: oscar | Total: $13000.0 | Pago: tarjeta
• Fecha: 2022-06-05T00:00 | Vendedor: oscar | Total: $11200.0 | Pago: efectivo
• Fecha: 2022-06-05T00:00 | Vendedor: juan | Total: $13500.0 | Pago: efectivo
• Fecha: 2022-06-05T00:00 | Vendedor: oscar | Total: $10500.0 | Pago: tarjeta
• Fecha: 2022-06-05T00:00 | Vendedor: oscar | Total: $47500.0 | Pago: efectivo
• Fecha: 2022-06-05T00:00 | Vendedor: oscar | Total: $29900.0 | Pago: tarjeta
• Fecha: 2022-06-04T00:00 | Vendedor: dilan | Total: $25600.0 | Pago: efectivo
• Fecha: 2022-06-04T00:00 | Vendedor: jean | Total: $19500.0 | Pago: efectivo
• Fecha: 2022-06-04T00:00 | Vendedor: paquito | Total: $13700.0 | Pago: efectivo
• Fecha: 2022-06-04T00:00 | Vendedor: juan | Total: $7500.0 | Pago: tarjeta
• Fecha: 2022-06-04T00:00 | Vendedor: juan | Total: $11000.0 | Pago: efectivo
• Fecha: 2022-06-04T00:00 | Vendedor: paquito | Total: $21800.0 | Pago: efectivo
• Fecha: 2022-06-04T00:00 | Vendedor: dilan | Total: $63600.0 | Pago: tarjeta
• Fecha: 2022-06-04T00:00 | Vendedor: oscar | Total: $22500.0 | Pago: tarjeta
• Fecha: 2022-06-04T00:00 | Vendedor: dilan | Total: $13600.0 | Pago: efectivo
• Fecha: 2022-06-04T00:00 | Vendedor: juan | Total: $16500.0 | Pago: efectivo
• Fecha: 2022-06-04T00:00 | Vendedor: oscar | Total: $3500.0 | Pago: tarjeta
• Fecha: 2022-06-04T00:00 | Vendedor: dilan | Total: $8600.0 | Pago: efectivo
• Fecha: 2022-06-04T00:00 | Vendedor: paquito | Total: $2800.0 | Pago: tarjeta
• Fecha: 2022-06-04T00:00 | Vendedor: jean | Total: $6000.0 | Pago: efectivo
• Fecha: 2022-06-03T00:00 | Vendedor: paquito | Total: $25300.0 | Pago: efectivo
• Fecha: 2022-06-03T00:00 | Vendedor: jean | Total: $20300.0 | Pago: efectivo
• Fecha: 2022-06-03T00:00 | Vendedor: jean | Total: $36300.0 | Pago: efectivo
• Fecha: 2022-06-03T00:00 | Vendedor: paquito | Total: $23900.0 | Pago: efectivo
• Fecha: 2022-06-03T00:00 | Vendedor: paquito | Total: $6000.0 | Pago: tarjeta
• Fecha: 2022-06-03T00:00 | Vendedor: dilan | Total: $24100.0 | Pago: efectivo
• Fecha: 2022-06-03T00:00 | Vendedor: oscar | Total: $10500.0 | Pago: tarjeta
• Fecha: 2022-06-03T00:00 | Vendedor: paquito | Total: $9300.0 | Pago: efectivo
• Fecha: 2022-06-03T00:00 | Vendedor: oscar | Total: $21300.0 | Pago: efectivo
• Fecha: 2022-06-03T00:00 | Vendedor: juan | Total: $14800.0 | Pago: efectivo
• Fecha: 2022-06-03T00:00 | Vendedor: paquito | Total: $5000.0 | Pago: efectivo
• Fecha: 2022-06-03T00:00 | Vendedor: juan | Total: $53700.0 | Pago: efectivo
• Fecha: 2022-06-02T00:00 | Vendedor: juan | Total: $38200.0 | Pago: efectivo
• Fecha: 2022-06-02T00:00 | Vendedor: oscar | Total: $10500.0 | Pago: efectivo
• Fecha: 2022-06-02T00:00 | Vendedor: oscar | Total: $80700.0 | Pago: efectivo
• Fecha: 2022-06-02T00:00 | Vendedor: dilan | Total: $18300.0 | Pago: efectivo
• Fecha: 2022-06-02T00:00 | Vendedor: juan | Total: $5200.0 | Pago: tarjeta
• Fecha: 2022-06-02T00:00 | Vendedor: jean | Total: $22600.0 | Pago: efectivo
• Fecha: 2022-06-02T00:00 | Vendedor: oscar | Total: $27500.0 | Pago: tarjeta
• Fecha: 2022-06-02T00:00 | Vendedor: dilan | Total: $8400.0 | Pago: efectivo
• Fecha: 2022-06-02T00:00 | Vendedor: oscar | Total: $24800.0 | Pago: efectivo
• Fecha: 2022-06-02T00:00 | Vendedor: paquito | Total: $20600.0 | Pago: tarjeta
